Time:ulong,Power:float,Energy:float
"14703000000","13.42737","74339.3"
"14703500000","13.42737","74346.0"
"14704000000","13.42737","74352.7"
"14704500000","13.42737","74359.4"
"14705000000","13.42737","74366.2"
"14705500000","13.42737","74372.9"
"14706000000","13.42737","74379.6"
"14706500000","13.42737","74386.3"
"14707000000","13.42737","74393.0"
"14707500000","13.42737","74399.7"
"14708000000","13.42737","74406.4"
"14708500000","13.42737","74413.1"
"14709000000","13.42737","74419.9"
"14709500000","13.42737","74426.6"
"14710000000","13.25016","74433.3"
"14710500000","13.25016","74439.7"
"14711000000","13.25016","74446.4"
"14711500000","13.25016","74453.1"
"14712000000","13.42737","74459.8"
"14712500000","13.42737","74466.5"
"14713000000","13.42737","74473.2"
"14713500000","13.42737","74479.9"
"14714000000","13.42737","74486.6"
"14714500000","13.42737","74493.4"
"14715000000","13.42737","74500.1"
"14715500000","13.42737","74506.8"
"14716000000","13.42737","74513.5"
"14716500000","13.42737","74520.2"
"14717000000","13.42737","74526.9"
"14717500000","13.42737","74533.6"
"14718000000","13.42737","74540.4"
"14718500000","13.42737","74547.1"
"14719000000","13.42737","74553.8"
"14719500000","13.42737","74560.5"
"14720000000","13.42737","74567.2"
"14720500000","13.42737","74573.9"
"14721000000","13.42737","74580.6"
"14721500000","13.42737","74587.4"
"14722000000","13.42737","74594.1"
"14722500000","13.42737","74600.4"
"14723000000","13.42737","74607.5"
"14723500000","13.42737","74614.2"
"14724000000","13.25016","74620.6"
"14724500000","13.25016","74627.3"
"14725000000","13.25016","74634.0"
"14725500000","13.25016","74640.7"
"14726000000","13.42737","74647.4"
"14726500000","13.42737","74654.1"
"14727000000","13.42737","74660.8"
"14727500000","13.42737","74667.6"
"14728000000","13.42737","74674.3"
"14728500000","13.42737","74681.0"
"14729000000","13.42737","74687.7"
"14729500000","13.42737","74694.4"
"14730000000","13.42737","74701.1"
"14730500000","13.42737","74707.8"
"14731000000","13.42737","74714.6"
"14731500000","13.42737","74721.3"
"14732000000","13.42737","74728.0"
"14732500000","13.42737","74734.7"
"14733000000","13.42737","74741.4"
"14733500000","13.42737","74748.1"
"14734000000","13.42737","74754.8"
"14734500000","13.42737","74761.2"
"14735000000","13.42737","74767.9"
"14735500000","13.42737","74775.0"
"14736000000","13.25016","74781.3"
"14736500000","13.25016","74788.1"
"14737000000","13.25016","74794.8"
"14737500000","13.25016","74801.5"
"14738000000","13.42737","74808.2"
"14738500000","13.42737","74814.9"
"14739000000","13.42737","74821.6"
"14739500000","13.42737","74828.3"
"14740000000","13.42737","74835.0"
"14740500000","13.42737","74841.8"
"14741000000","13.42737","74848.5"
"14741500000","13.42737","74855.2"
"14742000000","13.42737","74861.9"
"14742500000","13.42737","74868.6"
"14743000000","13.42737","74875.3"
"14743500000","13.42737","74882.0"
"14744000000","13.42737","74888.8"
"14744500000","13.42737","74895.5"
"14745000000","13.42737","74902.2"
"14745500000","13.42737","74908.9"
"14746000000","13.42737","74915.6"
"14746500000","13.42737","74922.3"
"14747000000","13.42737","74929.0"
"14747500000","13.42737","74935.8"
"14748000000","13.25016","74942.5"
"14748500000","13.25016","74949.2"
"14749000000","13.25016","74955.9"
"14749500000","13.25016","74962.3"
"14750000000","13.42737","74969.0"
"14750500000","13.42737","74976.0"
"14751000000","13.42737","74982.4"
"14751500000","13.42737","74989.1"
"14752000000","13.42737","74995.8"
"14752500000","13.42737","75002.5"
"14753000000","13.42737","75009.2"
"14753500000","13.42737","75016.0"
"14754000000","13.42737","75022.7"
"14754500000","13.42737","75029.4"
"14755000000","13.42737","75036.1"
"14755500000","13.42737","75042.8"
"14756000000","13.42737","75049.5"
"14756500000","13.42737","75056.2"
"14757000000","13.42737","75063.0"
"14757500000","13.42737","75069.7"
"14758000000","13.42737","75076.4"
"14758500000","13.42737","75083.1"
"14759000000","13.42737","75089.8"
"14759500000","13.42737","75096.5"
"14760000000","13.42737","75103.2"
"14760500000","13.42737","75110.0"
"14761000000","13.42737","75116.7"
"14761500000","13.42737","75123.4"
"14762000000","13.25016","75129.7"
"14762500000","13.25016","75136.5"
"14763000000","13.25016","75143.2"
"14763500000","13.25016","75149.9"
"14764000000","13.42737","75156.6"
"14764500000","13.42737","75163.3"
"14765000000","13.42737","75170.0"
"14765500000","13.42737","75176.7"
"14766000000","13.42737","75183.4"
"14766500000","13.42737","75190.2"
"14767000000","13.42737","75196.9"
"14767500000","13.42737","75203.6"
"14768000000","13.42737","75210.3"
"14768500000","13.42737","75217.0"
"14769000000","13.42737","75223.7"
"14769500000","13.42737","75230.4"
"14770000000","13.42737","75237.2"
"14770500000","13.42737","75243.9"
"14771000000","13.42737","75250.6"
"14771500000","13.42737","75257.3"
"14772000000","13.42737","75264.0"
"14772500000","13.42737","75270.7"
"14773000000","13.42737","75277.4"
"14773500000","13.42737","75284.2"
"14774000000","13.42737","75290.9"
"14774500000","13.42737","75297.6"
"14775000000","13.42737","75304.3"
"14775500000","13.42737","75311.0"
"14776000000","13.25016","75317.7"
"14776500000","13.25016","75324.4"
"14777000000","13.25016","75331.1"
"14777500000","13.25016","75337.5"
"14778000000","13.42737","75344.6"
"14778500000","13.42737","75350.9"
"14779000000","13.42737","75357.6"
"14779500000","13.42737","75364.4"
"14780000000","13.42737","75371.1"
"14780500000","13.42737","75377.8"
"14781000000","13.42737","75384.5"
"14781500000","13.42737","75391.2"
"14782000000","13.42737","75397.9"
"14782500000","13.42737","75404.6"
"14783000000","13.42737","75411.4"
"14783500000","13.42737","75418.1"
"14784000000","13.42737","75424.8"
"14784500000","13.42737","75431.5"
"14785000000","13.42737","75438.2"
"14785500000","13.42737","75444.9"
